EXECUTION_DATE, CLIENT_NAME, USER_NAME, TOTAL_MSISDN, VALID_MSISDN, ATTEMPTED_CALLS, CONNECTED_CALLS, DIGIT_PRESSED, LISTEN_RATE, TOTAL_BILL_SEC, CREDIT_USED, PANEL_NAME
EXECUTION_DATE, CLIENT_NAME, USER_NAME, TOTAL_MSISDN, VALID_MSISDN, ATTEMPTED_CALLS, CONNECTED_CALLS, DIGIT_PRESSED, LISTEN_RATE, TOTAL_BILL_SEC, CREDIT_USED, PANEL_NAME
2020-03-28,"Times","snapdeal",175811,175811,246149,71995,65240,4145.411828564445,1932815,164882,"Panel-86"
,,,175811,175811,246149,71995,,,1932815,164882,
